subject_id,group_id,gen_path,gt_path,ssim,lpips
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial102_label2_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial102_label2_GT.png,0.552018,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial104_label2_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial104_label2_GT.png,0.574494,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial107_label2_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial107_label2_GT.png,0.589690,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial121_label3_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial121_label3_GT.png,0.301456,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial148_label3_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial148_label3_GT.png,0.751061,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial161_label3_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial161_label3_GT.png,0.686488,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial178_label3_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial178_label3_GT.png,0.709239,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial179_label3_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260108_193019_subj15_g1_cls1-3_128\subj15_g1_trial179_label3_GT.png,0.743679,

metric,value
ssim_mean,0.593152
fid,169.149340
