subject_id,group_id,gen_path,gt_path,ssim,lpips
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial294_label5_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial294_label5_GT.png,-0.000290,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial296_label5_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial296_label5_GT.png,0.003057,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial297_label5_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial297_label5_GT.png,0.002738,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial309_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial309_label6_GT.png,0.003115,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial313_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial313_label6_GT.png,-0.000922,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial320_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial320_label6_GT.png,0.000564,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial327_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial327_label6_GT.png,-0.000216,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial336_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260107_211656_subj14_g2_cls4-6_128\subj14_g2_trial336_label6_GT.png,0.008323,

metric,value
ssim_mean,0.000950
fid,169.736324
