subject_id,group_id,gen_path,gt_path,ssim,lpips
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial300_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial300_label6_GT.png,0.008930,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial313_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial313_label6_GT.png,-0.000863,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial314_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial314_label6_GT.png,0.004767,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial318_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial318_label6_GT.png,0.002047,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial321_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial321_label6_GT.png,0.005432,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial323_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial323_label6_GT.png,-0.004140,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial326_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial326_label6_GT.png,-0.005260,
,,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial349_label6_GEN.png,C:\Users\Biocomputing\Desktop\workspace_VIVS\test_diffusion_model\for_check_eval\20260113_222558_subj16_g2_cls4-6_128\subj16_g2_trial349_label6_GT.png,0.000649,

metric,value
ssim_mean,0.001513
fid,302.448997
